Sample_ID,taxon,taxonomic_level,assigned_taxon_class,reads,extraction_ID,primer,PCR_replicate,alternative_ID,collection_year,collection_month,collection_day,location3,sample_type
e02818-2-18S,Actinopteri,class,Actinopteri,0,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02818-2-18S,Agaricales,order,Fungi,0,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02818-2-18S,Agaricomycetes,class,Fungi,0,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02818-2-18S,Amylocorticium cebennense,species,Fungi,0,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02818-2-18S,Ascomycota,phylum,Fungi,0,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02818-2-18S,Ascomycota/Basidiomycota,phylum,Fungi,0,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02818-2-18S,Auranticordis quadriverberis,species,Imbricatea,0,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02818-2-18S,Basidiomycota,phylum,Fungi,0,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02818-2-18S,Cercozoa,phylum,Imbricatea,173,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02818-2-18S,Chaetoceros,genus,Bacillariophyceae,23.49858473,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02818-2-18S,Coscinodiscophyceae,class,Coscinodiscophyceae,25,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02818-2-18S,Curvibasidium,genus,Fungi,0,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02818-2-18S,Cyclotrichium cyclokaryon,species,Litostomatea,0,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02818-2-18S,Cyranomonas australis,species,Imbricatea,0,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02818-2-18S,Decapoda,order,Decapod,24976.21674,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02818-2-18S,Dichomitus squalens,species,Fungi,30,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02818-2-18S,Ebria tripartita,species,Ebriophyceae,0,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02818-2-18S,Esquamula lacrimiformis,species,Imbricatea,0,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02818-2-18S,Gastropoda,class,Gastropoda,0,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02818-2-18S,Mamiellaceae,family,Mamiellophyceae,84,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02818-2-18S,Mammalia,class,Mammalia,0,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02818-2-18S,Mataza hastifera,species,Thecofilosea,0,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02818-2-18S,Pleurocybella porrigens,species,Fungi,0,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02818-2-18S,Polychaeta,class,Polychaeta,0,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02818-2-18S,Schizoporaceae,family,Fungi,0,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02818-2-18S,Strombidium biarmatum,species,Spirotrichea,0,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02818-2-18S,Thaumatomonadida,order,Imbricatea,0,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02818-2-18S,Tintinnidium cf. primitivum,species,Spirotrichea,0,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02818-2-18S,Tremellales,order,Fungi,0,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02818-2-18S,Triparmaceae,family,Bolidophyceae,0,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02818-2-18S,NA,NA,NA,93,e02818,18S,2,162-15,2022,12,16,Haul 2,sample
e02819-1-18S,Actinopteri,class,Actinopteri,0,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-1-18S,Agaricales,order,Fungi,0,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-1-18S,Agaricomycetes,class,Fungi,50,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-1-18S,Amylocorticium cebennense,species,Fungi,0,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-1-18S,Ascomycota,phylum,Fungi,0,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-1-18S,Ascomycota/Basidiomycota,phylum,Fungi,0,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-1-18S,Auranticordis quadriverberis,species,Imbricatea,65004,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-1-18S,Basidiomycota,phylum,Fungi,0,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-1-18S,Cercozoa,phylum,Imbricatea,32254,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-1-18S,Chaetoceros,genus,Bacillariophyceae,4163.036081,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-1-18S,Coscinodiscophyceae,class,Coscinodiscophyceae,1396,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-1-18S,Curvibasidium,genus,Fungi,0,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-1-18S,Cyclotrichium cyclokaryon,species,Litostomatea,0,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-1-18S,Cyranomonas australis,species,Imbricatea,915,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-1-18S,Decapoda,order,Decapod,369.1708514,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-1-18S,Dichomitus squalens,species,Fungi,10713,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-1-18S,Ebria tripartita,species,Ebriophyceae,0,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-1-18S,Esquamula lacrimiformis,species,Imbricatea,15768,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-1-18S,Gastropoda,class,Gastropoda,0,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-1-18S,Mamiellaceae,family,Mamiellophyceae,985,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-1-18S,Mammalia,class,Mammalia,72,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-1-18S,Mataza hastifera,species,Thecofilosea,2060,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-1-18S,Pleurocybella porrigens,species,Fungi,0,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-1-18S,Polychaeta,class,Polychaeta,0,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-1-18S,Schizoporaceae,family,Fungi,0,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-1-18S,Strombidium biarmatum,species,Spirotrichea,3474,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-1-18S,Thaumatomonadida,order,Imbricatea,6949,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-1-18S,Tintinnidium cf. primitivum,species,Spirotrichea,2245,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-1-18S,Tremellales,order,Fungi,0,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-1-18S,Triparmaceae,family,Bolidophyceae,530,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-1-18S,NA,NA,NA,37447,e02819,18S,1,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,Actinopteri,class,Actinopteri,0,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,Agaricales,order,Fungi,0,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,Agaricomycetes,class,Fungi,35,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,Amylocorticium cebennense,species,Fungi,0,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,Ascomycota,phylum,Fungi,0,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,Ascomycota/Basidiomycota,phylum,Fungi,0,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,Auranticordis quadriverberis,species,Imbricatea,9879,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,Basidiomycota,phylum,Fungi,0,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,Cercozoa,phylum,Imbricatea,3542,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,Chaetoceros,genus,Bacillariophyceae,299.5502848,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,Coscinodiscophyceae,class,Coscinodiscophyceae,312,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,Curvibasidium,genus,Fungi,0,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,Cyclotrichium cyclokaryon,species,Litostomatea,0,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,Cyranomonas australis,species,Imbricatea,250,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,Decapoda,order,Decapod,20.43549784,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,Dichomitus squalens,species,Fungi,1383,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,Ebria tripartita,species,Ebriophyceae,0,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,Esquamula lacrimiformis,species,Imbricatea,1340,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,Gastropoda,class,Gastropoda,0,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,Mamiellaceae,family,Mamiellophyceae,239,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,Mammalia,class,Mammalia,0,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,Mataza hastifera,species,Thecofilosea,478,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,Pleurocybella porrigens,species,Fungi,0,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,Polychaeta,class,Polychaeta,0,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,Schizoporaceae,family,Fungi,0,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,Strombidium biarmatum,species,Spirotrichea,524,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,Thaumatomonadida,order,Imbricatea,621,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,Tintinnidium cf. primitivum,species,Spirotrichea,200,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,Tremellales,order,Fungi,0,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,Triparmaceae,family,Bolidophyceae,540,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02819-2-18S,NA,NA,NA,4934,e02819,18S,2,162-9,2022,12,16,Haul 1,sample
e02820-1-18S,Actinopteri,class,Actinopteri,0,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-1-18S,Agaricales,order,Fungi,0,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-1-18S,Agaricomycetes,class,Fungi,0,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-1-18S,Amylocorticium cebennense,species,Fungi,0,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-1-18S,Ascomycota,phylum,Fungi,0,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-1-18S,Ascomycota/Basidiomycota,phylum,Fungi,0,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-1-18S,Auranticordis quadriverberis,species,Imbricatea,0,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-1-18S,Basidiomycota,phylum,Fungi,0,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-1-18S,Cercozoa,phylum,Imbricatea,0,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-1-18S,Chaetoceros,genus,Bacillariophyceae,0,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-1-18S,Coscinodiscophyceae,class,Coscinodiscophyceae,0,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-1-18S,Curvibasidium,genus,Fungi,0,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-1-18S,Cyclotrichium cyclokaryon,species,Litostomatea,0,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-1-18S,Cyranomonas australis,species,Imbricatea,0,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-1-18S,Decapoda,order,Decapod,23822.22165,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-1-18S,Dichomitus squalens,species,Fungi,0,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-1-18S,Ebria tripartita,species,Ebriophyceae,0,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-1-18S,Esquamula lacrimiformis,species,Imbricatea,0,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-1-18S,Gastropoda,class,Gastropoda,0,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-1-18S,Mamiellaceae,family,Mamiellophyceae,0,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-1-18S,Mammalia,class,Mammalia,0,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-1-18S,Mataza hastifera,species,Thecofilosea,0,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-1-18S,Pleurocybella porrigens,species,Fungi,0,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-1-18S,Polychaeta,class,Polychaeta,0,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-1-18S,Schizoporaceae,family,Fungi,0,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-1-18S,Strombidium biarmatum,species,Spirotrichea,0,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-1-18S,Thaumatomonadida,order,Imbricatea,0,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-1-18S,Tintinnidium cf. primitivum,species,Spirotrichea,0,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-1-18S,Tremellales,order,Fungi,0,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-1-18S,Triparmaceae,family,Bolidophyceae,0,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-1-18S,NA,NA,NA,0,e02820,18S,1,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,Actinopteri,class,Actinopteri,0,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,Agaricales,order,Fungi,0,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,Agaricomycetes,class,Fungi,0,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,Amylocorticium cebennense,species,Fungi,0,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,Ascomycota,phylum,Fungi,0,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,Ascomycota/Basidiomycota,phylum,Fungi,0,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,Auranticordis quadriverberis,species,Imbricatea,0,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,Basidiomycota,phylum,Fungi,0,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,Cercozoa,phylum,Imbricatea,0,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,Chaetoceros,genus,Bacillariophyceae,0,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,Coscinodiscophyceae,class,Coscinodiscophyceae,0,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,Curvibasidium,genus,Fungi,0,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,Cyclotrichium cyclokaryon,species,Litostomatea,0,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,Cyranomonas australis,species,Imbricatea,0,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,Decapoda,order,Decapod,25113.47648,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,Dichomitus squalens,species,Fungi,0,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,Ebria tripartita,species,Ebriophyceae,0,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,Esquamula lacrimiformis,species,Imbricatea,0,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,Gastropoda,class,Gastropoda,0,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,Mamiellaceae,family,Mamiellophyceae,0,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,Mammalia,class,Mammalia,0,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,Mataza hastifera,species,Thecofilosea,0,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,Pleurocybella porrigens,species,Fungi,0,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,Polychaeta,class,Polychaeta,0,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,Schizoporaceae,family,Fungi,0,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,Strombidium biarmatum,species,Spirotrichea,0,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,Thaumatomonadida,order,Imbricatea,0,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,Tintinnidium cf. primitivum,species,Spirotrichea,0,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,Tremellales,order,Fungi,0,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,Triparmaceae,family,Bolidophyceae,0,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02820-2-18S,NA,NA,NA,0,e02820,18S,2,162-55,2022,12,16,Haul 23,sample
e02821-1-18S,Actinopteri,class,Actinopteri,9,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-1-18S,Agaricales,order,Fungi,0,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-1-18S,Agaricomycetes,class,Fungi,21,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-1-18S,Amylocorticium cebennense,species,Fungi,0,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-1-18S,Ascomycota,phylum,Fungi,0,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-1-18S,Ascomycota/Basidiomycota,phylum,Fungi,0,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-1-18S,Auranticordis quadriverberis,species,Imbricatea,83,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-1-18S,Basidiomycota,phylum,Fungi,0,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-1-18S,Cercozoa,phylum,Imbricatea,71,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-1-18S,Chaetoceros,genus,Bacillariophyceae,1431.301333,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-1-18S,Coscinodiscophyceae,class,Coscinodiscophyceae,107,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-1-18S,Curvibasidium,genus,Fungi,0,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-1-18S,Cyclotrichium cyclokaryon,species,Litostomatea,0,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-1-18S,Cyranomonas australis,species,Imbricatea,0,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-1-18S,Decapoda,order,Decapod,24020.38211,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-1-18S,Dichomitus squalens,species,Fungi,121,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-1-18S,Ebria tripartita,species,Ebriophyceae,0,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-1-18S,Esquamula lacrimiformis,species,Imbricatea,263,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-1-18S,Gastropoda,class,Gastropoda,0,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-1-18S,Mamiellaceae,family,Mamiellophyceae,16,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-1-18S,Mammalia,class,Mammalia,0,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-1-18S,Mataza hastifera,species,Thecofilosea,60,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-1-18S,Pleurocybella porrigens,species,Fungi,0,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-1-18S,Polychaeta,class,Polychaeta,7,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-1-18S,Schizoporaceae,family,Fungi,0,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-1-18S,Strombidium biarmatum,species,Spirotrichea,0,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-1-18S,Thaumatomonadida,order,Imbricatea,0,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-1-18S,Tintinnidium cf. primitivum,species,Spirotrichea,122,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-1-18S,Tremellales,order,Fungi,0,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-1-18S,Triparmaceae,family,Bolidophyceae,8,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-1-18S,NA,NA,NA,508,e02821,18S,1,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,Actinopteri,class,Actinopteri,0,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,Agaricales,order,Fungi,0,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,Agaricomycetes,class,Fungi,0,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,Amylocorticium cebennense,species,Fungi,0,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,Ascomycota,phylum,Fungi,0,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,Ascomycota/Basidiomycota,phylum,Fungi,0,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,Auranticordis quadriverberis,species,Imbricatea,55,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,Basidiomycota,phylum,Fungi,0,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,Cercozoa,phylum,Imbricatea,81,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,Chaetoceros,genus,Bacillariophyceae,983.5702009,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,Coscinodiscophyceae,class,Coscinodiscophyceae,155,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,Curvibasidium,genus,Fungi,0,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,Cyclotrichium cyclokaryon,species,Litostomatea,0,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,Cyranomonas australis,species,Imbricatea,5,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,Decapoda,order,Decapod,22746.51977,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,Dichomitus squalens,species,Fungi,114,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,Ebria tripartita,species,Ebriophyceae,0,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,Esquamula lacrimiformis,species,Imbricatea,177,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,Gastropoda,class,Gastropoda,0,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,Mamiellaceae,family,Mamiellophyceae,0,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,Mammalia,class,Mammalia,0,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,Mataza hastifera,species,Thecofilosea,83,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,Pleurocybella porrigens,species,Fungi,0,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,Polychaeta,class,Polychaeta,0,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,Schizoporaceae,family,Fungi,0,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,Strombidium biarmatum,species,Spirotrichea,0,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,Thaumatomonadida,order,Imbricatea,0,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,Tintinnidium cf. primitivum,species,Spirotrichea,96,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,Tremellales,order,Fungi,0,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,Triparmaceae,family,Bolidophyceae,0,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02821-2-18S,NA,NA,NA,382,e02821,18S,2,162-1,2022,12,16,Haul 1,sample
e02822-1-18S,Actinopteri,class,Actinopteri,0,e02822,18S,1,162-199,2022,12,16,Haul 127,sample
e02822-1-18S,Agaricales,order,Fungi,0,e02822,18S,1,162-199,2022,12,16,Haul 127,sample
e02822-1-18S,Agaricomycetes,class,Fungi,53,e02822,18S,1,162-199,2022,12,16,Haul 127,sample
e02822-1-18S,Amylocorticium cebennense,species,Fungi,0,e02822,18S,1,162-199,2022,12,16,Haul 127,sample
e02822-1-18S,Ascomycota,phylum,Fungi,0,e02822,18S,1,162-199,2022,12,16,Haul 127,sample
e02822-1-18S,Ascomycota/Basidiomycota,phylum,Fungi,0,e02822,18S,1,162-199,2022,12,16,Haul 127,sample
e02822-1-18S,Auranticordis quadriverberis,species,Imbricatea,0,e02822,18S,1,162-199,2022,12,16,Haul 127,sample
e02822-1-18S,Basidiomycota,phylum,Fungi,0,e02822,18S,1,162-199,2022,12,16,Haul 127,sample
e02822-1-18S,Cercozoa,phylum,Imbricatea,0,e02822,18S,1,162-199,2022,12,16,Haul 127,sample
e02822-1-18S,Chaetoceros,genus,Bacillariophyceae,3254.040958,e02822,18S,1,162-199,2022,12,16,Haul 127,sample
e02822-1-18S,Coscinodiscophyceae,class,Coscinodiscophyceae,0,e02822,18S,1,162-199,2022,12,16,Haul 127,sample
e02822-1-18S,Curvibasidium,genus,Fungi,0,e02822,18S,1,162-199,2022,12,16,Haul 127,sample
e02822-1-18S,Cyclotrichium cyclokaryon,species,Litostomatea,0,e02822,18S,1,162-199,2022,12,16,Haul 127,sample
e02822-1-18S,Cyranomonas australis,species,Imbricatea,0,e02822,18S,1,162-199,2022,12,16,Haul 127,sample
e02822-1-18S,Decapoda,order,Decapod,11137.51169,e02822,18S,1,162-199,2022,12,16,Haul 127,sample
e02822-1-18S,Dichomitus squalens,species,Fungi,0,e02822,18S,1,162-199,2022,12,16,Haul 127,sample
e02822-1-18S,Ebria tripartita,species,Ebriophyceae,0,e02822,18S,1,162-199,2022,12,16,Haul 127,sample
e02822-1-18S,Esquamula lacrimiformis,species,Imbricatea,0,e02822,18S,1,162-199,2022,12,16,Haul 127,sample
e02822-1-18S,Gastropoda,class,Gastropoda,0,e02822,18S,1,162-199,2022,12,16,Haul 127,sample
e02822-1-18S,Mamiellaceae,family,Mamiellophyceae,0,e02822,18S,1,162-199,2022,12,16,Haul 127,sample
